Project ID,Project Name,Street,Borough,BBL,BIN,Latitude,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units
60784,105TH STREET & AMSTERDAM AVENUE PROJECT,AMSTERDAM AVENUE,Manhattan,1018630001.0,1055996.0,40.801832,Preservation,No,Non Prevailing Wage,0,0,0,28,0,0,0,0,28,0,0,0,0,0,28,28,28
60810,MLK PLAZA,EAST 147 STREET,Bronx,2026007501.0,2129095.0,40.810414,New Construction,No,Non Prevailing Wage,33,16,100,17,0,1,25,57,61,24,0,0,0,167,0,167,167
60850,Newport Gardens HDFC,LOTT AVENUE,Brooklyn,3036150001.0,3256538.0,40.658005,Preservation,Yes,Non Prevailing Wage,0,0,227,0,0,1,0,48,144,36,0,0,0,228,0,228,228
60872,MHANY 2004 HDFC.HPOP.FY17,EAST 117 STREET,Manhattan,1017100036.0,1079400.0,40.796343,Preservation,Yes,Non Prevailing Wage,0,28,81,1,0,1,0,25,30,42,12,2,0,111,0,111,111
60963,FAC. 6309 FOURTH AVENUE,63 STREET,Brooklyn,3058097501.0,3144060.0,40.638756,New Construction,No,Prevailing Wage,83,0,0,0,0,1,53,31,0,0,0,0,0,84,0,84,84
61016,10 MONTIETH STREET,MONTIETH STREET,Brooklyn,3031410001.0,3426398.0,40.701357,New Construction,No,Non Prevailing Wage,0,0,100,0,0,0,32,54,14,0,0,0,0,100,0,100,500
61021,316 EAST 91ST STREET,EAST 91 STREET,Manhattan,1015537501.0,1050195.0,40.780791,New Construction,No,Non Prevailing Wage,0,0,17,0,0,0,0,1,16,0,0,0,0,17,0,17,18
61029,CARIBE GDNS,BOERUM STREET,Brooklyn,3030710010.0,3327962.0,40.705974,Preservation,Yes,Non Prevailing Wage,0,120,0,0,0,1,0,36,67,18,0,0,0,121,0,121,121
61186,CATHOLIC CHARITIES. 879 BECK STREET,BECK STREET,Bronx,2027110128.0,2128391.0,40.819642,New Construction,No,Prevailing Wage,88,0,0,0,0,1,27,61,1,0,0,0,0,89,0,89,89
61271,DOE. 555 NEREID AVE. MULLER,NEREID AVENUE,Bronx,2050650001.0,2070559.0,40.899871,New Construction,No,Non Prevailing Wage,54,0,35,0,0,1,89,1,0,0,0,0,0,90,0,90,90
61290,ICL. 50 NEVINS STREET,NEVINS STREET,Brooklyn,3001727501.0,3000556.0,40.687196,New Construction,No,Non Prevailing Wage,78,0,50,0,0,1,105,0,18,6,0,0,0,129,0,129,129
61297,WILFRID ABCO,BATHGATE AVENUE,Bronx,2029247501.0,2128726.0,40.846207,New Construction,No,Non Prevailing Wage,40,17,126,6,0,1,51,73,40,26,0,0,0,190,0,190,190
61357,600 EAST 156TH STREET,EAST 156 STREET,Bronx,2026247501.0,2129154.0,40.818946,New Construction,No,Non Prevailing Wage,35,52,87,0,0,1,11,55,81,28,0,0,0,175,0,175,175
61375,Sons of Italy Apartments,CROPSEY AVENUE,Brooklyn,3069110006.0,3187125.0,40.589521,Preservation,No,Non Prevailing Wage,104,1,0,0,0,1,36,70,0,0,0,0,0,106,0,106,106
61376,435 East 13th Street Apartments,EAST 14 STREET,Manhattan,1004417504.0,1090211.0,40.730833,New Construction,No,Non Prevailing Wage,0,0,23,0,0,0,5,13,5,0,0,0,0,23,0,23,114
61388,ESSEX CROSSING - SITE 4,BROOME STREET,Manhattan,1003467502.0,1089891.0,40.717126,New Construction,No,Non Prevailing Wage,0,10,43,33,35,0,40,37,39,5,0,0,0,121,0,121,263
61405,THE GILBERT,1 AVENUE,Manhattan,1016917501.0,1090675.0,40.784867,New Construction,No,Non Prevailing Wage,16,38,49,19,30,1,30,47,53,23,0,0,0,153,0,153,153
61419,Target V (HDC),GRAND AVENUE,Bronx,2028690163.0,2008620.0,40.852161,Preservation,Yes,Non Prevailing Wage,0,0,82,0,0,0,2,26,39,15,0,0,0,82,0,82,82
61420,Grace Towers (HDC),PITKIN AVENUE,Brooklyn,3037370001.0,3328020.0,40.671791,Preservation,Yes,Non Prevailing Wage,0,0,168,0,0,0,0,36,84,36,12,0,0,168,0,168,168
61435,SOUTH BROOKLYN RENEWAL PERMANENT AFFORDABILITY,COLUMBIA STREET,Brooklyn,3003190025.0,3003578.0,40.686907,Preservation,Yes,Non Prevailing Wage,0,0,28,0,0,0,6,16,6,0,0,0,0,28,0,28,28
61571,255 E HOUSTON,SUFFOLK STREET,Manhattan,1003550054.0,1090485.0,40.721248,New Construction,No,Non Prevailing Wage,0,9,9,0,5,0,10,10,3,0,0,0,0,23,0,23,88
61575,HARRY T. NANCE APARTMENTS,EASTERN PARKWAY,Brooklyn,3014367501.0,3337899.0,40.675919,New Construction,No,Non Prevailing Wage,17,15,34,0,0,1,17,25,16,9,0,0,0,67,0,67,67
61587,601 WEST 148TH STREET PROJECT,BROADWAY,Manhattan,1020950029.0,1062436.0,40.828448,Preservation,No,Non Prevailing Wage,0,0,0,20,0,0,0,4,11,4,1,0,0,0,20,20,20
61593,NOTRE DAME HDFC.HUDMF.FY18,EAST 183 STREET,Bronx,2030850045.0,2012411.0,40.852442,Preservation,No,Non Prevailing Wage,94,3,0,0,0,1,56,42,0,0,0,0,0,98,0,98,98
61608,RAVEN HALL TOWER,SURF AVENUE,Brooklyn,3070727501.0,3424222.0,40.57482,New Construction,No,Non Prevailing Wage,0,22,193,0,0,1,50,79,54,33,0,0,0,216,0,216,216
61612,EBENEZER PLAZA PHASE 1A,NEW LOTS AVENUE,Brooklyn,3038627501.0,3327047.0,40.657971,New Construction,No,Non Prevailing Wage,40,40,116,0,0,1,19,122,36,20,0,0,0,197,0,197,197
61627,GIBBMANSIONHDFC.YR15.FY2017,GATES AVENUE,Brooklyn,3019850014.0,3347538.0,40.685321,Preservation,Yes,Non Prevailing Wage,58,12,1,0,0,1,71,0,1,0,0,0,0,72,0,72,72
61628,JHB II HDFC.YR15.FY18,BOSTON ROAD,Bronx,2029610025.0,2097215.0,40.831596,Preservation,Yes,Non Prevailing Wage,43,1,0,0,0,1,45,0,0,0,0,0,0,45,0,45,45
61630,HARLEM COMMUNITY INITIATIVE HDFC.YR15.FY18,WEST 115 STREET,Manhattan,1018250021.0,1087385.0,40.80166,Preservation,Yes,Non Prevailing Wage,0,1,33,0,0,1,3,10,22,0,0,0,0,35,0,35,35
61641,CASA PASIVA LLC.YR15.FY19,GROVE STREET,Brooklyn,3033230011.0,3076081.0,40.693401,Preservation,No,Non Prevailing Wage,20,81,42,0,0,3,0,14,117,15,0,0,0,146,0,146,146
61655,123 HOPE STREET,HOPE STREET,Brooklyn,3023740001.0,3426882.0,40.712295,New Construction,No,Non Prevailing Wage,0,0,25,16,0,0,15,20,6,0,0,0,0,41,0,41,136
61660,ECDO TRANSFERS TO NYC JOE,MORNINGSIDE AVENUE,Manhattan,1019500064.0,1059285.0,40.810423,Preservation,Yes,Non Prevailing Wage,0,101,102,0,18,0,38,59,84,26,14,0,0,221,0,221,221
61678,PARK HAVEN,ST ANNS AVENUE,Bronx,2022687501.0,2128977.0,40.809498,New Construction,No,Non Prevailing Wage,67,34,76,0,0,1,48,73,41,16,0,0,0,178,0,178,178
61701,CITILEAF HDFC,LEXINGTON AVENUE,Manhattan,1008800073.0,1018083.0,40.740604,Preservation,No,Non Prevailing Wage,45,4,1,0,0,0,50,0,0,0,0,0,0,50,0,50,50
61713,845 GRAND ST,GRAND STREET,Brooklyn,3029220047.0,3425540.0,40.712187,New Construction,No,Non Prevailing Wage,0,0,8,0,0,0,0,6,2,0,0,0,0,8,0,8,40
61728,BFC. 140 ESSEX ST. ESSEX CROSSING SITE 8,ESSEX STREET,Manhattan,1003540001.0,1090736.0,40.720291,New Construction,No,Non Prevailing Wage,28,34,30,0,0,1,93,0,0,0,0,0,0,93,0,93,93
61738,"RIVERSIDE CENTER, BUILDING 1",WEST 61 STREET,Manhattan,1011717513.0,1089723.0,40.773501,New Construction,No,Non Prevailing Wage,0,0,156,0,0,0,32,31,93,0,0,0,0,156,0,156,646
61740,HELP. 771-775 CROTONA PARK NORTH,CROTONA PARK NORTH,Bronx,2029420001.0,2000000.0,40.837993,New Construction,No,Prevailing Wage,83,0,0,0,0,1,53,31,0,0,0,0,0,84,0,84,84
61741,"RIVERSIDE CENTER, BUILDING 3",WEST 59 STREET,Manhattan,1011717512.0,1089741.0,40.772537,New Construction,No,Non Prevailing Wage,0,0,64,0,0,0,11,10,41,2,0,0,0,64,0,64,272
61799,SECOND FARMS,BRYANT AVENUE,Bronx,2030057501.0,2129026.0,40.839984,New Construction,No,Non Prevailing Wage,75,86,157,0,0,1,51,128,90,50,0,0,0,319,0,319,319
61802,101 SOUTH 3RD ST (LOS SURES PHASE 1),SOUTH 3 STREET,Brooklyn,3024170039.0,3063106.0,40.712861,Preservation,No,Non Prevailing Wage,0,0,34,0,0,0,0,18,16,0,0,0,0,34,0,34,35
61837,9 FORT WASHINGTON AVENUE CLUSTER,WEST 161 STREET,Manhattan,1021190028.0,1062835.0,40.835673,Preservation,No,Non Prevailing Wage,0,0,0,44,0,0,0,2,25,17,0,0,0,0,44,44,44
61840,LENOX AVENUE CLUSTER (ANCP),LENOX AVENUE,Manhattan,1017290002.0,1053825.0,40.81174,Preservation,No,Non Prevailing Wage,0,0,0,17,0,0,0,7,10,0,0,0,0,0,17,17,17
61841,WSFSSH.570 EAST 137TH STREET.MILLBROOK TERRACE,EAST 137 STREET,Bronx,2025480002.0,2128429.0,40.805994,New Construction,No,Prevailing Wage,158,0,0,0,0,1,51,107,1,0,0,0,0,159,0,159,159
61842,BFC. 118 ST EDWARDS STREET. INGERSOLL SENIOR RESIDENCES,ST EDWARDS STREET,Brooklyn,3020340134.0,3424494.0,40.693835,New Construction,No,Prevailing Wage,145,0,0,0,0,1,54,91,1,0,0,0,0,146,0,146,146
61848,HIGHLAWN TERRACE INC. (LOAN II),AVENUE T,Brooklyn,3070840039.0,3385341.0,40.598923,Preservation,No,Non Prevailing Wage,8,116,0,0,0,1,0,53,52,20,0,0,0,0,125,125,125
61877,464-68 W 51 ST HDFC.GHPP.FY19,10 AVENUE,Manhattan,1010600061.0,1026704.0,40.765212,Preservation,No,Non Prevailing Wage,10,0,1,0,0,0,0,7,1,3,0,0,0,0,11,11,11
61902,810 FULTON STREET,CLERMONT AVENUE,Brooklyn,3020097501.0,3426518.0,40.683304,New Construction,No,Non Prevailing Wage,0,0,73,0,0,0,22,36,15,0,0,0,0,73,0,73,363
61903,1193 FULTON AVENUE,FULTON AVENUE,Bronx,2026090041.0,2129503.0,40.829992,New Construction,No,Non Prevailing Wage,0,8,16,0,0,1,11,7,7,0,0,0,0,25,0,25,25
61931,HUNTERS POINT SOUTH PARCEL C -NORTH TOWER,CENTER BOULEVARD,Queens,4000067504.0,4618318.0,40.742166,New Construction,No,Non Prevailing Wage,0,160,0,90,284,1,174,145,216,0,0,0,0,535,0,535,800
62057,32-34 PUTNAM AVENUE CLUSTER PHASE I,CARLTON AVENUE,Brooklyn,3020310001.0,3057984.0,40.6965,Preservation,No,Non Prevailing Wage,0,0,0,18,0,0,1,6,11,0,0,0,0,5,13,18,18
62102,VAN DYKE III,DUMONT AVENUE,Brooklyn,3037770002.0,3424502.0,40.664846,New Construction,No,Non Prevailing Wage,18,36,125,0,0,1,56,52,44,28,0,0,0,180,0,180,180
62109,CATON FLATS,FLATBUSH AVENUE,Brooklyn,3050637501.0,3397264.0,40.653312,New Construction,No,Non Prevailing Wage,0,27,37,63,127,1,64,97,54,40,0,0,0,255,0,255,255
62203,CCM. 404 SNEDIKER AVE. BEVERLY'S PLACE,SNEDIKER AVENUE,Brooklyn,3037990026.0,3000000.0,40.665053,New Construction,No,Non Prevailing Wage,43,0,28,0,0,1,52,5,10,5,0,0,0,72,0,72,72
62204,256 MARTENSE STREET.GHPP.FY18,MARTENSE STREET,Brooklyn,3050910037.0,3116967.0,40.651637,Preservation,No,Non Prevailing Wage,0,2,4,0,0,0,3,3,0,0,0,0,0,6,0,6,6
62209,ADEE TOWER APARTMENTS INC.HRP.FY18,BRONX PARK EAST,Bronx,2043360001.0,2000000.0,40.856676,Preservation,No,Non Prevailing Wage,247,45,0,0,0,0,0,3,96,193,0,0,0,0,292,292,292
62211,THE GRAND,EAST 179 STREET,Bronx,2028120001.0,2128910.0,40.850906,New Construction,No,Non Prevailing Wage,0,16,71,0,0,2,40,25,24,0,0,0,0,89,0,89,89
62227,LAMBERT HOUSES BUILDING 3A,EAST 180 STREET,Bronx,2031327501.0,2128733.0,40.843437,New Construction,No,Non Prevailing Wage,113,0,49,0,0,1,12,60,60,31,0,0,0,163,0,163,163
62241,PARK AND ELTON APARTMENTS,EAST 159 STREET,Bronx,2023810043.0,2129139.0,40.822393,New Construction,No,Non Prevailing Wage,9,4,7,17,0,1,18,10,10,0,0,0,0,38,0,38,38
62266,1130 SHEVA REALTY HDFC.HPO.FY17,ANDERSON AVENUE,Bronx,2025050046.0,2003068.0,40.835238,Preservation,Yes,Non Prevailing Wage,1,6,35,0,0,1,6,25,12,0,0,0,0,43,0,43,43
62267,424 SHEVA REALTY HDFC.HPO.FY17,GRAND CONCOURSE,Bronx,2023430010.0,2001012.0,40.816925,Preservation,Yes,Non Prevailing Wage,0,15,40,0,0,1,0,22,26,8,0,0,0,56,0,56,56
62268,830 SHEVA REALTY HDFC.HPO.FY17,REV JAMES POLITE AVENUE,Bronx,2026960075.0,2005347.0,40.81875,Preservation,Yes,Non Prevailing Wage,0,7,63,0,0,1,0,47,15,9,0,0,0,71,0,71,71
62269,1240 SHEVA REALTY HDFC.HPO.FY17,WALTON AVENUE,Bronx,2024650025.0,2002852.0,40.835879,Preservation,Yes,Non Prevailing Wage,0,26,130,0,0,1,6,115,24,6,6,0,0,157,0,157,157
62270,288 SHEVA REALTY HDFC.HPO.FY17,EAST 168 STREET,Bronx,2024350015.0,2002293.0,40.833333,Preservation,Yes,Non Prevailing Wage,0,5,22,0,0,1,0,11,17,0,0,0,0,28,0,28,28
62271,795 SHEVA REALTY HDFC.HPO.FY17,ST NICHOLAS AVENUE,Manhattan,1020640036.0,1061550.0,40.827133,Preservation,Yes,Non Prevailing Wage,0,6,47,3,0,1,24,33,0,0,0,0,0,57,0,57,57
62289,CAMBA. 210-214 HEGEMAN AVE,HEGEMAN AVENUE,Brooklyn,3036390035.0,3424614.0,40.656754,New Construction,No,Non Prevailing Wage,50,4,16,0,0,1,70,0,1,0,0,0,0,71,0,71,71
62299,DUNN. 82-41 PARSONS BLVD. T BUILDING,PARSONS BOULEVARD,Queens,4068587501.0,4442434.0,40.717176,New Construction,No,Non Prevailing Wage,75,0,124,0,0,1,90,49,54,7,0,0,0,200,0,200,200
62303,NEW HULL STREET HDFC.YR15.FY17,ST JOHNS PLACE,Brooklyn,3013870018.0,3037203.0,40.670213,Preservation,Yes,Non Prevailing Wage,0,26,6,0,0,1,0,5,23,5,0,0,0,33,0,33,33
62962,CRESTON PARKVIEW,CRESTON AVENUE,Bronx,2031757501.0,2130480.0,40.8634,New Construction,No,Non Prevailing Wage,19,38,112,19,0,1,41,75,54,19,0,0,0,189,0,189,189
63003,28-16 21ST STREET,29 AVENUE,Queens,4005380046.0,4617126.0,40.771344,New Construction,No,Non Prevailing Wage,0,0,10,0,5,0,2,8,5,0,0,0,0,15,0,15,50
63014,1325 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,Bronx,2029760098.0,2010494.0,40.831084,New Construction,No,Non Prevailing Wage,0,12,18,0,0,1,5,10,12,4,0,0,0,31,0,31,31
63036,MHANY. 1921 CORTELYOU ROAD,CORTELYOU ROAD,Brooklyn,3051507501.0,3118533.0,40.642981,New Construction,No,Non Prevailing Wage,53,8,14,0,0,1,48,16,12,0,0,0,0,76,0,76,76
63122,VOA. 112 EAST CLARKE PLACE,CLARKE PLACE EAST,Bronx,2028390049.0,2129183.0,40.837558,New Construction,No,Prevailing Wage,121,0,0,0,0,1,98,23,1,0,0,0,0,122,0,122,122
63151,SPOFFORD DETENTION CENTER PHASE 1,TIFFANY STREET,Bronx,2027387501.0,2130390.0,40.814593,New Construction,No,Non Prevailing Wage,36,36,110,0,0,1,38,61,60,24,0,0,0,183,0,183,183
63154,RIVERWALK 8,MAIN STREET,Manhattan,1013730009.0,1088859.0,40.759183,New Construction,No,Non Prevailing Wage,0,69,33,68,170,1,82,158,51,50,0,0,0,341,0,341,341
63168,MANHANTANVILLE (PHASE II),BROADWAY,Manhattan,1020947503.0,1083034.0,40.828165,Preservation,Yes,Non Prevailing Wage,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,7,43
63172,1618 FULTON STREET,FULTON STREET,Brooklyn,3016990033.0,3426584.0,40.679648,New Construction,No,Non Prevailing Wage,8,21,23,50,0,1,26,46,31,0,0,0,0,103,0,103,103
63209,HUNTERS POINT SOUTH PARCEL C -SOUTH TOWER,CENTER BOULEVARD,Queens,4000067505.0,4617913.0,40.741408,New Construction,No,Non Prevailing Wage,0,80,0,65,40,1,89,36,61,0,0,0,0,186,0,186,394
63252,37 AVENUE B HDFC.HRP.FY19,AVENUE B,Manhattan,1003860001.0,1004610.0,40.72276,Preservation,No,Non Prevailing Wage,4,2,0,0,0,0,0,0,3,3,0,0,0,6,0,6,6
63282,12 ECKFORD,ECKFORD STREET,Brooklyn,3027140033.0,3428522.0,40.720686,New Construction,No,Non Prevailing Wage,0,0,21,0,10,0,11,13,7,0,0,0,0,31,0,31,101
63289,ARKER. 888 FOUNTAIN AVE. BUILDING B1,FOUNTAIN AVENUE,Brooklyn,3045860300.0,3327531.0,40.656717,New Construction,No,Prevailing Wage,199,0,0,0,0,1,0,199,1,0,0,0,0,200,0,200,200
63332,CIRRUS REALTY HDFC.HPO.FY18,CROTONA PARK NORTH,Bronx,2029420001.0,2000000.0,40.837993,Preservation,Yes,Non Prevailing Wage,0,9,37,0,0,1,0,33,8,6,0,0,0,47,0,47,47
63342,BILIG REALTY HDFC.HPO.FY18,LORING PLACE SOUTH,Bronx,2032210015.0,2014855.0,40.854779,Preservation,Yes,Non Prevailing Wage,3,16,33,1,0,1,0,11,24,19,0,0,0,54,0,54,54
63343,ENDACOFE REALTY HDFC.HPO.FY18,TOWNSEND AVENUE,Bronx,2028440033.0,2008111.0,40.841186,Preservation,Yes,Non Prevailing Wage,2,11,40,0,0,1,0,40,8,6,0,0,0,54,0,54,54
63344,MATSIA REALTY HDFC.HPO.FY18,ARCHER STREET,Bronx,2039200029.0,2028634.0,40.837525,Preservation,Yes,Non Prevailing Wage,17,71,254,1,0,7,49,199,86,15,1,0,0,350,0,350,350
63345,888 FOUNTAIN AVENUE BUILDING B3,ERSKINE STREET,Brooklyn,3045860204.0,3424570.0,40.65665,New Construction,No,Non Prevailing Wage,15,15,113,0,0,1,36,64,22,22,0,0,0,144,0,144,144
63356,BUSHWICK CEDAR PARTNERS LLC.HUDMF.FY17,BUSHWICK AVENUE,Brooklyn,3032310001.0,3073471.0,40.69555,Preservation,Yes,Non Prevailing Wage,57,7,4,1,0,1,5,42,23,0,0,0,0,70,0,70,70
63358,MADISON COURT LIMITED PARTNERSHIP.HUDMF.FY17,96 STREET,Queens,4013760032.0,4032965.0,40.76175,Preservation,Yes,Non Prevailing Wage,38,13,16,1,0,1,0,38,17,8,6,0,0,69,0,69,69
63367,CUCS. 302-314 W 127TH STREET. KELLY HOTEL,WEST 127 STREET,Manhattan,1019530036.0,1091680.0,40.811626,New Construction,No,Prevailing Wage,71,0,45,0,0,1,57,24,31,5,0,0,0,117,0,117,117
63368,Marion Avenue Residence,MARION AVENUE,Bronx,2032870094.0,2128449.0,40.865079,New Construction,No,Non Prevailing Wage,0,0,99,0,0,1,59,0,41,0,0,0,0,100,0,100,100
63369,Brighton Houses Coop,BRIGHTWATER COURT,Brooklyn,3086900091.0,3245104.0,40.575745,Preservation,No,Non Prevailing Wage,0,0,0,0,193,0,0,96,97,0,0,0,0,0,193,193,193
63371,Scott Tower (HDC),PAUL AVENUE,Bronx,2032510420.0,2015444.0,40.87719,Preservation,No,Non Prevailing Wage,0,0,0,0,352,0,2,60,206,84,0,0,0,0,352,352,352
63372,Village East Towers (HDC),AVENUE C,Manhattan,1003820100.0,1078025.0,40.725963,Preservation,No,Prevailing Wage,0,0,0,0,434,0,39,185,152,58,0,0,0,0,434,434,434
63373,Arverne View Apartments (AKA Ocean Village),BEACH 56 PLACE,Queens,4159260001.0,4459312.0,40.59106,Preservation,Yes,Prevailing Wage,0,0,1093,0,0,0,108,270,410,258,25,22,0,1093,0,1093,1093
63732,EVERGREEN GARDENS,NOLL STREET,Brooklyn,3031520001.0,3418158.0,40.700554,New Construction,No,Non Prevailing Wage,0,0,183,0,0,0,56,87,40,0,0,0,0,183,0,183,911
63734,BRISA. 1488 NY AVE. BPHN SENIOR RESIDENCES,NEW YORK AVENUE,Brooklyn,3049967501.0,3336201.0,40.636835,New Construction,No,Prevailing Wage,88,0,0,0,0,1,88,1,0,0,0,0,0,89,0,89,89
63760,DANCE THEATRE OF HARLEM,ST NICHOLAS AVENUE,Manhattan,1020677502.0,1090196.0,40.828996,New Construction,No,Non Prevailing Wage,0,9,29,0,0,1,15,10,14,0,0,0,0,39,0,39,39
63761,168TH STREET GARAGE,168 STREET,Queens,4102097501.0,4617186.0,40.705757,New Construction,No,Non Prevailing Wage,20,39,193,134,0,1,38,160,165,24,0,0,0,387,0,387,387
63763,CONEY ISLAND PHASE 1 (L&M),WEST 19 STREET,Brooklyn,3070607501.0,3426189.0,40.576052,New Construction,No,Non Prevailing Wage,90,89,244,22,0,1,113,175,121,37,0,0,0,446,0,446,446
63769,LINWOOD PARK APARTMENTS,ATLANTIC AVENUE,Brooklyn,3039710019.0,3000000.0,40.678249,New Construction,No,Non Prevailing Wage,38,2,59,0,0,1,25,25,34,16,0,0,0,100,0,100,100
63771,700 MANIDA STREET,MANIDA STREET,Bronx,2027630108.0,2128935.0,40.814412,New Construction,No,Non Prevailing Wage,46,29,32,0,0,1,25,44,19,20,0,0,0,108,0,108,108
63775,BEACH GREEN DUNES - PHASE 2,ROCKAWAY BEACH BOULEVARD,Queens,4158537502.0,4617504.0,40.593595,New Construction,No,Non Prevailing Wage,26,25,75,0,0,1,20,59,36,12,0,0,0,127,0,127,127
63777,APEX PLACE,108 STREET,Queens,4021597501.0,4619475.0,40.73653,New Construction,No,Non Prevailing Wage,30,60,60,148,0,0,27,120,123,28,0,0,0,298,0,298,298
63790,NEWSTART REALTY HDFC.HPO.FY17,ANDREWS AVENUE NORTH,Bronx,2032180009.0,2014736.0,40.860897,Preservation,Yes,Non Prevailing Wage,2,44,165,0,0,5,5,145,53,13,0,0,0,216,0,216,216
63791,REBIRTH REALTY CORP HDFC.HPO.FY18,ANTHONY AVENUE,Bronx,2028880028.0,2009317.0,40.842758,Preservation,Yes,Non Prevailing Wage,3,14,72,0,0,2,2,41,14,20,13,1,0,91,0,91,91
63793,ZEVRONE REALTY HDFC.HPO.FY18,CAULDWELL AVENUE,Bronx,2026230056.0,2004413.0,40.814481,Preservation,Yes,Non Prevailing Wage,49,85,298,0,0,10,14,255,148,25,0,0,0,442,0,442,442
63794,HAZY REALTY HDFC.HPO.FY18,TINTON AVENUE,Bronx,2025810028.0,2003959.0,40.812312,Preservation,Yes,Non Prevailing Wage,2,30,111,0,0,2,56,48,41,0,0,0,0,145,0,145,145
63795,NEW TOWNSEND REALTY HDFC.HPO.FY18,TOWNSEND AVENUE,Bronx,2028500016.0,2008210.0,40.848192,Preservation,Yes,Non Prevailing Wage,1,6,51,0,0,1,0,38,15,6,0,0,0,59,0,59,59
63799,VICTORY COMMONS,UNION AVENUE,Bronx,2026690080.0,2129155.0,40.824022,New Construction,No,Non Prevailing Wage,18,17,44,15,0,1,6,48,33,8,0,0,0,95,0,95,95
63800,THE BRIDGE. 3500 PARK AVE,PARK AVENUE,Bronx,2023890020.0,2129140.0,40.831359,New Construction,No,Non Prevailing Wage,69,8,37,0,0,1,84,0,31,0,0,0,0,115,0,115,115
63811,EAST VILLAGE I HDFC.HUDMF.FY18,EAST 10 STREET,Manhattan,1003920017.0,1004768.0,40.726419,Preservation,No,Non Prevailing Wage,125,16,6,2,1,2,0,45,51,56,0,0,0,152,0,152,152
63838,RAINBOW PLZ,EAST 140 STREET,Bronx,2025530002.0,2087620.0,40.8079,Preservation,Yes,Non Prevailing Wage,0,0,126,0,0,1,0,30,83,14,0,0,0,127,0,127,127
63839,PENN SOUTH,8 AVENUE,Manhattan,1007490024.0,1083599.0,40.746984,Preservation,Yes,Non Prevailing Wage,424,380,388,542,455,0,306,1049,669,165,0,0,0,0,2189,2189,2820
63840,FULTON PARK,FULTON STREET,Brooklyn,3017020001.0,3338090.0,40.679265,Preservation,Yes,Non Prevailing Wage,0,209,0,0,0,0,0,20,93,96,0,0,0,209,0,209,209
63841,CLINTON-ARMS,CLINTON AVENUE,Bronx,2030970016.0,2012736.0,40.849317,Preservation,Yes,Non Prevailing Wage,0,86,0,0,0,0,0,32,34,20,0,0,0,86,0,86,86
63842,MCKINLEY-MANOR,EAST 168 STREET,Bronx,2026150057.0,2004312.0,40.830095,Preservation,Yes,Non Prevailing Wage,0,60,0,0,0,0,0,25,30,5,0,0,0,60,0,60,60
63843,TRI-BLOCK,ASHLAND PLACE,Brooklyn,3020960006.0,3326120.0,40.688683,Preservation,Yes,Non Prevailing Wage,0,96,0,0,0,0,0,36,44,16,0,0,0,96,0,96,96
63844,SUTTER-GARDENS,BELMONT AVENUE,Brooklyn,3040270001.0,3323724.0,40.67162,Preservation,Yes,Non Prevailing Wage,0,258,0,0,0,0,0,60,144,54,0,0,0,258,0,258,258
63845,LESPMHA HDFC,ATTORNEY STREET,Manhattan,1003450009.0,1004133.0,40.720806,Preservation,Yes,Non Prevailing Wage,0,106,99,0,0,5,1,47,108,50,4,0,0,210,0,210,210
63859,140-26 FRANKLIN AVENUE HPO FY17,FRANKLIN AVENUE,Queens,4051820009.0,4458036.0,40.756088,Preservation,Yes,Non Prevailing Wage,0,0,2,51,0,1,13,29,12,0,0,0,0,54,0,54,54
63877,TYPE A. 1490 SOUTHERN BLVD. MWBE RFP SITE E,SOUTHERN BOULEVARD,Bronx,2029810014.0,2010571.0,40.833248,New Construction,No,Prevailing Wage,114,0,0,0,0,1,75,39,1,0,0,0,0,115,0,115,115
63880,PRC TIFFANY STREET,TIFFANY STREET,Bronx,2027137501.0,2129167.0,40.822145,New Construction,No,Non Prevailing Wage,46,40,74,0,0,1,11,83,42,25,0,0,0,161,0,161,161
63885,ALMA - 545 PROSPECT PLACE,PROSPECT PLACE,Brooklyn,3011560080.0,3395077.0,40.6755,Preservation,Yes,Non Prevailing Wage,0,0,14,130,11,0,12,62,61,20,0,0,0,155,0,155,155
63887,ALMA - 565 PROSPECT PLACE,PROSPECT PLACE,Brooklyn,3011560070.0,3388320.0,40.67541,Preservation,Yes,Non Prevailing Wage,0,0,23,61,2,0,10,56,20,0,0,0,0,86,0,86,86
63888,ALMA - 713 CLASSON,CLASSON AVENUE,Brooklyn,3011560001.0,3337837.0,40.676102,Preservation,Yes,Non Prevailing Wage,0,0,1,70,5,0,7,47,9,13,0,0,0,76,0,76,76
63889,ALMA - 480 ST MARKS,ST MARKS AVENUE,Brooklyn,3011560015.0,3388321.0,40.676458,Preservation,Yes,Non Prevailing Wage,0,0,19,52,0,0,12,49,10,0,0,0,0,71,0,71,71
